tcid,id,family_id,family,superfamily,description
2.A.15.1,465,2.A.15,BCCT,APC Superfamily,The Betaine/Carnitine/Choline Transporter (BCCT) Family
2.A.16.4,466,2.A.16,TDT,,The Telurite-resistance/Dicarboxylate Transporter (TDT) Family
2.A.17.1,467,2.A.17,POT/PTR,Major Facilitator (MFS) Superfamily,The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
2.A.17.3,468,2.A.17,POT/PTR,Major Facilitator (MFS) Superfamily,The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
2.A.17.4,469,2.A.17,POT/PTR,Major Facilitator (MFS) Superfamily,The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
2.A.18.10,470,2.A.18,AAAP,APC Superfamily,The Amino Acid/Auxin Permease (AAAP) Family
2.A.18.2,471,2.A.18,AAAP,APC Superfamily,The Amino Acid/Auxin Permease (AAAP) Family
2.A.18.5,472,2.A.18,AAAP,APC Superfamily,The Amino Acid/Auxin Permease (AAAP) Family
2.A.18.6,473,2.A.18,AAAP,APC Superfamily,The Amino Acid/Auxin Permease (AAAP) Family
2.A.18.8,474,2.A.18,AAAP,APC Superfamily,The Amino Acid/Auxin Permease (AAAP) Family
2.A.18.9,475,2.A.18,AAAP,APC Superfamily,The Amino Acid/Auxin Permease (AAAP) Family
2.A.19.2,476,2.A.19,CaCA,Cation Diffusion Facilitator  (CDF) Superfamily,The Ca2+:Cation Antiporter (CaCA) Family
2.A.19.3,477,2.A.19,CaCA,Cation Diffusion Facilitator  (CDF) Superfamily,The Ca2+:Cation Antiporter (CaCA) Family
2.A.19.4,478,2.A.19,CaCA,Cation Diffusion Facilitator  (CDF) Superfamily,The Ca2+:Cation Antiporter (CaCA) Family
2.A.2.3,479,2.A.2,GPH,Major Facilitator (MFS) Superfamily,The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family
2.A.2.4,480,2.A.2,GPH,Major Facilitator (MFS) Superfamily,The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family
2.A.20.1,481,2.A.20,PiT,,The Inorganic Phosphate Transporter (PiT) Family
2.A.20.2,482,2.A.20,PiT,,The Inorganic Phosphate Transporter (PiT) Family
2.A.21.2,483,2.A.21,SSS,APC Superfamily,The Solute:Sodium Symporter (SSS) Family
2.A.21.3,484,2.A.21,SSS,APC Superfamily,The Solute:Sodium Symporter (SSS) Family
2.A.21.5,485,2.A.21,SSS,APC Superfamily,The Solute:Sodium Symporter (SSS) Family
2.A.21.6,486,2.A.21,SSS,APC Superfamily,The Solute:Sodium Symporter (SSS) Family
2.A.21.7,487,2.A.21,SSS,APC Superfamily,The Solute:Sodium Symporter (SSS) Family
2.A.22.1,488,2.A.22,NSS,APC Superfamily,The Neurotransmitter:Sodium Symporter (NSS) Family
2.A.22.2,489,2.A.22,NSS,APC Superfamily,The Neurotransmitter:Sodium Symporter (NSS) Family
2.A.22.3,490,2.A.22,NSS,APC Superfamily,The Neurotransmitter:Sodium Symporter (NSS) Family
2.A.22.6,491,2.A.22,NSS,APC Superfamily,The Neurotransmitter:Sodium Symporter (NSS) Family
2.A.23.1,492,2.A.23,DAACS,,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family
2.A.23.2,493,2.A.23,DAACS,,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family
2.A.23.3,494,2.A.23,DAACS,,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family
2.A.25.1,495,2.A.25,AGCS,APC Superfamily,The Alanine or Glycine:Cation Symporter (AGCS) Family
2.A.26.1,496,2.A.26,LIVCS,APC Superfamily,The Branched Chain Amino Acid:Cation Symporter (LIVCS) Family
2.A.28.1,497,2.A.28,BASS,IT Superfamily,The Bile Acid:Na+ Symporter (BASS) Family
2.A.28.2,498,2.A.28,BASS,IT Superfamily,The Bile Acid:Na+ Symporter (BASS) Family
2.A.28.3,499,2.A.28,BASS,IT Superfamily,The Bile Acid:Na+ Symporter (BASS) Family
2.A.29.1,500,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.10,501,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.11,502,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.12,503,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.14,504,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.15,505,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.18,506,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.19,507,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.2,508,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.20,509,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.23,510,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.24,511,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.25,512,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.3,513,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.4,514,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.5,515,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.7,516,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.29.8,517,2.A.29,MC,Mitochondrial Carrier (MC) Superfamily,The Mitochondrial Carrier (MC) Family 
2.A.3.1,518,2.A.3,APC,APC Superfamily,The Amino Acid-Polyamine-Organocation (APC) Family
2.A.3.10,519,2.A.3,APC,APC Superfamily,The Amino Acid-Polyamine-Organocation (APC) Family
2.A.3.12,520,2.A.3,APC,APC Superfamily,The Amino Acid-Polyamine-Organocation (APC) Family
2.A.3.15,521,2.A.3,APC,APC Superfamily,The Amino Acid-Polyamine-Organocation (APC) Family
2.A.3.2,522,2.A.3,APC,APC Superfamily,The Amino Acid-Polyamine-Organocation (APC) Family
2.A.3.3,523,2.A.3,APC,APC Superfamily,The Amino Acid-Polyamine-Organocation (APC) Family
2.A.3.4,524,2.A.3,APC,APC Superfamily,The Amino Acid-Polyamine-Organocation (APC) Family
2.A.3.7,525,2.A.3,APC,APC Superfamily,The Amino Acid-Polyamine-Organocation (APC) Family
2.A.3.8,526,2.A.3,APC,APC Superfamily,The Amino Acid-Polyamine-Organocation (APC) Family
2.A.30.1,527,2.A.30,CCC,APC Superfamily,The Cation-Chloride Cotransporter (CCC) Family
2.A.31.1,528,2.A.31,AE,APC Superfamily,The Anion Exchanger (AE) Family
2.A.31.2,529,2.A.31,AE,APC Superfamily,The Anion Exchanger (AE) Family
2.A.31.3,530,2.A.31,AE,APC Superfamily,The Anion Exchanger (AE) Family
2.A.32.1,531,2.A.32,Sit,,The Silicon Transporter (Sit) Family
2.A.33.1,532,2.A.33,NhaA,,The NhaA Na+:H+ Antiporter (NhaA) Family
2.A.34.1,533,2.A.34,NhaB,IT Superfamily,The NhaB Na+:H+ Antiporter (NhaB) Family
2.A.35.1,534,2.A.35,NhaC,IT Superfamily,The NhaC Na+:H+ Antiporter (NhaC) Family
2.A.36.1,535,2.A.36,CPA1,CPA Superfamily,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family
2.A.36.4,536,2.A.36,CPA1,CPA Superfamily,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family
2.A.36.5,537,2.A.36,CPA1,CPA Superfamily,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family
2.A.36.6,538,2.A.36,CPA1,CPA Superfamily,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family
2.A.37.1,539,2.A.37,CPA2,CPA Superfamily,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family
2.A.37.2,540,2.A.37,CPA2,CPA Superfamily,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family
2.A.37.4,541,2.A.37,CPA2,CPA Superfamily,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family
2.A.38.1,542,2.A.38,Trk,VIC Superfamily,The K+ Transporter (Trk) Family
2.A.38.3,543,2.A.38,Trk,VIC Superfamily,The K+ Transporter (Trk) Family
2.A.38.4,544,2.A.38,Trk,VIC Superfamily,The K+ Transporter (Trk) Family
2.A.39.1,545,2.A.39,NCS1,APC Superfamily,The Nucleobase:Cation Symporter-1 (NCS1) Family
2.A.39.3,546,2.A.39,NCS1,APC Superfamily,The Nucleobase:Cation Symporter-1 (NCS1) Family
2.A.4.1,547,2.A.4,CDF,Cation Diffusion Facilitator  (CDF) Superfamily,The Cation Diffusion Facilitator (CDF) Family
2.A.4.2,548,2.A.4,CDF,Cation Diffusion Facilitator  (CDF) Superfamily,The Cation Diffusion Facilitator (CDF) Family
2.A.4.3,549,2.A.4,CDF,Cation Diffusion Facilitator  (CDF) Superfamily,The Cation Diffusion Facilitator (CDF) Family
2.A.4.4,550,2.A.4,CDF,Cation Diffusion Facilitator  (CDF) Superfamily,The Cation Diffusion Facilitator (CDF) Family
2.A.4.5,551,2.A.4,CDF,Cation Diffusion Facilitator  (CDF) Superfamily,The Cation Diffusion Facilitator (CDF) Family
2.A.4.6,552,2.A.4,CDF,Cation Diffusion Facilitator  (CDF) Superfamily,The Cation Diffusion Facilitator (CDF) Family
2.A.4.7,553,2.A.4,CDF,Cation Diffusion Facilitator  (CDF) Superfamily,The Cation Diffusion Facilitator (CDF) Family
2.A.4.8,554,2.A.4,CDF,Cation Diffusion Facilitator  (CDF) Superfamily,The Cation Diffusion Facilitator (CDF) Family
2.A.40.4,555,2.A.40,NCS2,APC Superfamily,The Nucleobase/Ascorbate Transporter (NAT) or Nucleobase:Cation Symporter-2 (NCS2) Family
2.A.40.6,556,2.A.40,NCS2,APC Superfamily,The Nucleobase/Ascorbate Transporter (NAT) or Nucleobase:Cation Symporter-2 (NCS2) Family
2.A.40.7,557,2.A.40,NCS2,APC Superfamily,The Nucleobase/Ascorbate Transporter (NAT) or Nucleobase:Cation Symporter-2 (NCS2) Family
2.A.40.8,558,2.A.40,NCS2,APC Superfamily,The Nucleobase/Ascorbate Transporter (NAT) or Nucleobase:Cation Symporter-2 (NCS2) Family
2.A.41.2,559,2.A.41,CNT,,The Concentrative Nucleoside Transporter (CNT) Family
2.A.42.1,560,2.A.42,HAAAP,APC Superfamily,The Hydroxy/Aromatic Amino Acid Permease (HAAAP) Family
2.A.42.2,561,2.A.42,HAAAP,APC Superfamily,The Hydroxy/Aromatic Amino Acid Permease (HAAAP) Family
2.A.43.1,562,2.A.43,LCT,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Lysosomal Cystine Transporter (LCT) Family
2.A.43.2,563,2.A.43,LCT,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Lysosomal Cystine Transporter (LCT) Family
2.A.45.2,564,2.A.45,ArsB,ArsB Membrane Protein (ArsB) Superfamily,The Arsenite-Antimonite (ArsB) Efflux Family
2.A.46.1,565,2.A.46,BenE,APC Superfamily,The Benzoate:H+ Symporter (BenE) Family
2.A.47.1,566,2.A.47,DASS,ArsB Membrane Protein (ArsB) Superfamily,The Divalent Anion:Na+ Symporter (DASS) Family
2.A.47.3,567,2.A.47,DASS,ArsB Membrane Protein (ArsB) Superfamily,The Divalent Anion:Na+ Symporter (DASS) Family
2.A.47.4,568,2.A.47,DASS,ArsB Membrane Protein (ArsB) Superfamily,The Divalent Anion:Na+ Symporter (DASS) Family
2.A.48.1,569,2.A.48,RFC,Major Facilitator (MFS) Superfamily,The Reduced Folate Carrier (RFC) Family 
2.A.49.2,570,2.A.49,ClC,,The Chloride Carrier/Channel (ClC) Family
2.A.49.3,571,2.A.49,ClC,,The Chloride Carrier/Channel (ClC) Family
2.A.5.1,572,2.A.5,ZIP,,The Zinc (Zn2+)-Iron (Fe2+) Permease (ZIP) Family
2.A.5.3,573,2.A.5,ZIP,,The Zinc (Zn2+)-Iron (Fe2+) Permease (ZIP) Family
2.A.5.4,574,2.A.5,ZIP,,The Zinc (Zn2+)-Iron (Fe2+) Permease (ZIP) Family
2.A.5.5,575,2.A.5,ZIP,,The Zinc (Zn2+)-Iron (Fe2+) Permease (ZIP) Family
2.A.5.6,576,2.A.5,ZIP,,The Zinc (Zn2+)-Iron (Fe2+) Permease (ZIP) Family
2.A.50.1,577,2.A.50,MBOAT,,The Glycerol Uptake (GUP) or Membrane-bound Acyl Transferase (MBOAT) Family
2.A.50.2,578,2.A.50,MBOAT,,The Glycerol Uptake (GUP) or Membrane-bound Acyl Transferase (MBOAT) Family
2.A.50.3,579,2.A.50,MBOAT,,The Glycerol Uptake (GUP) or Membrane-bound Acyl Transferase (MBOAT) Family
2.A.50.4,580,2.A.50,MBOAT,,The Glycerol Uptake (GUP) or Membrane-bound Acyl Transferase (MBOAT) Family
2.A.51.1,581,2.A.51,CHR,,The Chromate Ion Transporter (CHR) Family
2.A.52.1,582,2.A.52,NiCoT,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Ni2+-Co2+ Transporter (NiCoT) Family
2.A.53.1,583,2.A.53,SulP,APC Superfamily,The Sulfate Permease (SulP) Family
2.A.53.2,584,2.A.53,SulP,APC Superfamily,The Sulfate Permease (SulP) Family
2.A.53.3,585,2.A.53,SulP,APC Superfamily,The Sulfate Permease (SulP) Family
2.A.54.1,586,2.A.54,formerly the Mitochondrial Tricarboxylate Carrier (MTC,,The Sideroflexin (SFXN) Family (formerly the Mitochondrial Tricarboxylate Carrier (MTC) Family)
2.A.55.2,587,2.A.55,Nramp,APC Superfamily,The Metal Ion (Mn2+-iron) Transporter (Nramp) Family
2.A.55.3,588,2.A.55,Nramp,APC Superfamily,The Metal Ion (Mn2+-iron) Transporter (Nramp) Family
2.A.56.1,589,2.A.56,TRAP-T,IT Superfamily,The Tripartite ATP-independent Periplasmic Transporter (TRAP-T) Family
2.A.56.3,590,2.A.56,TRAP-T,IT Superfamily,The Tripartite ATP-independent Periplasmic Transporter (TRAP-T) Family
2.A.57.1,591,2.A.57,ENT,Major Facilitator (MFS) Superfamily,The Equilibrative Nucleoside Transporter (ENT) Family
2.A.57.2,592,2.A.57,ENT,Major Facilitator (MFS) Superfamily,The Equilibrative Nucleoside Transporter (ENT) Family
2.A.57.5,593,2.A.57,ENT,Major Facilitator (MFS) Superfamily,The Equilibrative Nucleoside Transporter (ENT) Family
2.A.58.1,594,2.A.58,PNaS,,The Phosphate:Na+ Symporter (PNaS) Family
2.A.58.2,595,2.A.58,PNaS,,The Phosphate:Na+ Symporter (PNaS) Family
2.A.59.1,596,2.A.59,ACR3,IT Superfamily,The Arsenical Resistance-3 (ACR3) Family
2.A.6.1,597,2.A.6,RND,Resistance-Nodulation-Cell Division (RND) Superfamily,The Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.2,598,2.A.6,RND,Resistance-Nodulation-Cell Division (RND) Superfamily,The Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.3,599,2.A.6,RND,Resistance-Nodulation-Cell Division (RND) Superfamily,The Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.5,600,2.A.6,RND,Resistance-Nodulation-Cell Division (RND) Superfamily,The Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.6,601,2.A.6,RND,Resistance-Nodulation-Cell Division (RND) Superfamily,The Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.7,602,2.A.6,RND,Resistance-Nodulation-Cell Division (RND) Superfamily,The Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.60.1,603,2.A.60,OAT,Major Facilitator (MFS) Superfamily,The Organo Anion Transporter (OAT) Family
2.A.61.1,604,2.A.61,DcuC,IT Superfamily,The C4-dicarboxylate Uptake C (DcuC) Family
2.A.63.1,605,2.A.63,CPA3,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily",The Monovalent Cation (K+ or Na+):Proton Antiporter-3 (CPA3) Family
2.A.64.1,606,2.A.64,Tat,,The Twin Arginine Targeting (Tat) Family
2.A.64.2,607,2.A.64,Tat,,The Twin Arginine Targeting (Tat) Family
2.A.66.1,608,2.A.66,MOP,Multidrug/Oligosaccharidyl-lipid/Polysaccharide Flippase (MOP) Superfamily,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily
2.A.66.12,609,2.A.66,MOP,Multidrug/Oligosaccharidyl-lipid/Polysaccharide Flippase (MOP) Superfamily,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily
2.A.66.2,610,2.A.66,MOP,Multidrug/Oligosaccharidyl-lipid/Polysaccharide Flippase (MOP) Superfamily,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily
2.A.66.3,611,2.A.66,MOP,Multidrug/Oligosaccharidyl-lipid/Polysaccharide Flippase (MOP) Superfamily,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily
2.A.66.4,612,2.A.66,MOP,Multidrug/Oligosaccharidyl-lipid/Polysaccharide Flippase (MOP) Superfamily,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily
2.A.66.9,613,2.A.66,MOP,Multidrug/Oligosaccharidyl-lipid/Polysaccharide Flippase (MOP) Superfamily,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily
2.A.67.2,614,2.A.67,OPT,,The Oligopeptide Transporter (OPT) Family
2.A.69.1,615,2.A.69,AEC,BART Superfamily,The Auxin Efflux Carrier (AEC) Family
2.A.69.2,616,2.A.69,AEC,BART Superfamily,The Auxin Efflux Carrier (AEC) Family
2.A.69.3,617,2.A.69,AEC,BART Superfamily,The Auxin Efflux Carrier (AEC) Family
2.A.69.4,618,2.A.69,AEC,BART Superfamily,The Auxin Efflux Carrier (AEC) Family
2.A.7.1,619,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.10,620,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.11,621,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.12,622,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.13,623,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.15,624,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.16,625,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.18,626,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.19,627,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.2,628,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.21,629,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.22,630,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.24,631,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.25,632,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.26,633,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.28,634,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.3,635,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.34,636,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.35,637,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.4,638,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.42,639,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.43,640,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.44,641,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.5,642,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.8,643,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.7.9,644,2.A.7,DMT,Drug/Metabolite Transporter (DMT) Superfamily,The Drug/Metabolite Transporter (DMT) Superfamily
2.A.71.1,645,2.A.71,FBT,Major Facilitator (MFS) Superfamily,The Folate-Biopterin Transporter (FBT) Family
2.A.71.2,646,2.A.71,FBT,Major Facilitator (MFS) Superfamily,The Folate-Biopterin Transporter (FBT) Family
2.A.72.3,647,2.A.72,KUP,APC Superfamily,The K+ Uptake Permease (KUP) Family
2.A.74.1,648,2.A.74,MET,,The 4 TMS Multidrug Endosomal Transporter (MET) Family
2.A.74.2,649,2.A.74,MET,,The 4 TMS Multidrug Endosomal Transporter (MET) Family
2.A.76.1,650,2.A.76,RhtB,LysE Superfamily,The Resistance to Homoserine/Threonine (RhtB) Family 
2.A.78.1,651,2.A.78,LIV-E,,The Branched Chain Amino Acid Exporter (LIV-E) Family
2.A.78.2,652,2.A.78,LIV-E,,The Branched Chain Amino Acid Exporter (LIV-E) Family
2.A.79.1,653,2.A.79,ThrE,,The Threonine/Serine Exporter (ThrE) Family
2.A.8.1,654,2.A.8,GntP,IT Superfamily,The Gluconate:H+ Symporter (GntP) Family
2.A.80.1,655,2.A.80,TTT,,The Tricarboxylate Transporter (TTT) Family
2.A.81.1,656,2.A.81,AAEx,CPA Superfamily,The Aspartate:Alanine Exchanger (AAEx) Family
2.A.82.1,657,2.A.82,OST,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Organic Solute Transporter (OST) Family
2.A.85.1,658,2.A.85,ArAE,Major Facilitator (MFS) Superfamily,The Aromatic Acid Exporter (ArAE) Family
2.A.85.2,659,2.A.85,ArAE,Major Facilitator (MFS) Superfamily,The Aromatic Acid Exporter (ArAE) Family
2.A.85.8,660,2.A.85,ArAE,Major Facilitator (MFS) Superfamily,The Aromatic Acid Exporter (ArAE) Family
2.A.86.1,661,2.A.86,"Formerly the PerM Family, TC #9.B.22",,"The Autoinducer-2 Exporter (AI-2E) Family (Formerly the PerM Family, TC #9.B.22)"
2.A.86.4,662,2.A.86,"Formerly the PerM Family, TC #9.B.22",,"The Autoinducer-2 Exporter (AI-2E) Family (Formerly the PerM Family, TC #9.B.22)"
2.A.88.1,663,2.A.88,VUT,"ABC1, ABC2, ABC3 Superfamilies",The Vitamin Uptake Transporter (VUT) Family
2.A.88.8,664,2.A.88,VUT,"ABC1, ABC2, ABC3 Superfamilies",The Vitamin Uptake Transporter (VUT) Family
2.A.89.1,665,2.A.89,VIT,,The Vacuolar Iron Transporter (VIT) Family
2.A.89.3,666,2.A.89,VIT,,The Vacuolar Iron Transporter (VIT) Family
2.A.9.3,667,2.A.9,YidC/Alb3/Oxa1,Guided Entry of Tail-anchored Protein (GET) Superfamily,The Membrane Protein Insertase (YidC/Alb3/Oxa1) Family
2.A.92.1,668,2.A.92,CTL,,The Choline Transporter-like (CTL) Family
2.A.94.1,669,2.A.94,Pho1,IT Superfamily,The Phosphate Permease (Pho1) Family
2.A.95.1,670,2.A.95,NAAT,LysE Superfamily,The 6 TMS Neutral Amino Acid Transporter (NAAT) Family
2.A.96.1,671,2.A.96,AceTr,,The Acetate Uptake Transporter (AceTr) Family
2.A.97.1,672,2.A.97,LetM1,,The Mitochondrial Inner Membrane K+/H+ and Ca2+/H+ Exchanger (LetM1) Family
2.A.98.1,673,2.A.98,PSE,CPA Superfamily,The Putative Sulfate Exporter (PSE) Family
2.A.98.3,674,2.A.98,PSE,CPA Superfamily,The Putative Sulfate Exporter (PSE) Family
2.A.99.1,675,2.A.99,HupE-UreJ,,The 6TMS Ni2+ uptake transporter (HupE-UreJ) Family 
2.C.1.1,676,2.C.1,TonB/TolA,,The TonB-ExbB-ExbD/TolA-TolQ-TolR Outer Membrane Receptor Energizers and Stabilizers (TonB/TolA) Family
2.C.1.2,677,2.C.1,TonB/TolA,,The TonB-ExbB-ExbD/TolA-TolQ-TolR Outer Membrane Receptor Energizers and Stabilizers (TonB/TolA) Family
2.C.1.3,678,2.C.1,TonB/TolA,,The TonB-ExbB-ExbD/TolA-TolQ-TolR Outer Membrane Receptor Energizers and Stabilizers (TonB/TolA) Family
2.D.1.1,679,2.D.1,P/P-CT,,The PI4P/PS Counter Transporter (P/P-CT) Family
3.A.1.1,680,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.10,681,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.101,682,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.103,683,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.105,684,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.106,685,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.107,686,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.109,687,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.11,688,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.110,689,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.111,690,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.112,691,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.114,692,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
