fasta,seq_id,length,pLDDT,pTM,pdb_path
esm3_IPR044677_mask80,A0A9P9K0P4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315,315,83.74,0.850,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A9P9K0P4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315_plddt_83.7.pdb
esm3_IPR044677_mask80,A0A5N6SKY5_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315,315,86.03,0.883,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A5N6SKY5_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315_plddt_86.0.pdb
esm3_IPR044677_mask80,A0A9P7QD59_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315,315,49.05,0.586,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A9P7QD59_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315_plddt_49.1.pdb
esm3_IPR044677_mask80,A0A2N6NGF0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315,315,77.57,0.827,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A2N6NGF0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315_plddt_77.6.pdb
esm3_IPR044677_mask80,A0A8H5UF53_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315,315,79.53,0.808,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A8H5UF53_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315_plddt_79.5.pdb
esm3_IPR044677_mask80,A0A428UWL1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315,315,86.09,0.895,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A428UWL1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315_plddt_86.1.pdb
esm3_IPR044677_mask80,A0A9Q1M484_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315,315,42.89,0.289,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A9Q1M484_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315_plddt_42.9.pdb
esm3_IPR044677_mask80,A0A428SFP5_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315,315,88.50,0.920,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A428SFP5_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315_plddt_88.5.pdb
esm3_IPR044677_mask80,A0ABN8AWG0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315,315,79.46,0.793,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0ABN8AWG0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315_plddt_79.5.pdb
esm3_IPR044677_mask80,A0A1Y5II79_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315,315,89.40,0.893,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A1Y5II79_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315_plddt_89.4.pdb
esm3_IPR044677_mask80,A0A090M6Y6_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315,315,69.11,0.694,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A090M6Y6_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_315_prompt_len_315_gen_len_315_plddt_69.1.pdb
esm3_IPR044677_mask80,A0A7N2R786_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316,316,84.79,0.864,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A7N2R786_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316_plddt_84.8.pdb
esm3_IPR044677_mask80,A0A921ZQA8_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316,316,88.23,0.928,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A921ZQA8_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316_plddt_88.2.pdb
esm3_IPR044677_mask80,A0A8H2VEH4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316,316,87.49,0.925,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A8H2VEH4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316_plddt_87.5.pdb
esm3_IPR044677_mask80,A0A507D2N8_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316,316,82.08,0.862,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A507D2N8_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316_plddt_82.1.pdb
esm3_IPR044677_mask80,F2QQ61_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316,316,87.87,0.899,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/F2QQ61_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316_plddt_87.9.pdb
esm3_IPR044677_mask80,A0A1Y2A1T1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316,316,85.65,0.829,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A1Y2A1T1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316_plddt_85.7.pdb
esm3_IPR044677_mask80,A0A507CGM9_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316,316,85.44,0.894,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A507CGM9_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316_plddt_85.4.pdb
esm3_IPR044677_mask80,A0A8B8IAR8_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316,316,41.47,0.241,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A8B8IAR8_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316_plddt_41.5.pdb
esm3_IPR044677_mask80,A0A7C8V660_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316,316,31.30,0.239,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A7C8V660_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316_plddt_31.3.pdb
esm3_IPR044677_mask80,A0AAE1SYR9_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316,316,77.54,0.820,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0AAE1SYR9_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316_plddt_77.5.pdb
esm3_IPR044677_mask80,A0A819V4Y0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316,316,87.62,0.887,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A819V4Y0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316_plddt_87.6.pdb
esm3_IPR044677_mask80,A0A7C8PYX9_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316,316,87.48,0.892,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A7C8PYX9_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_316_prompt_len_316_gen_len_316_plddt_87.5.pdb
esm3_IPR044677_mask80,A0A0N8H8V4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,90.66,0.906,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A0N8H8V4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_90.7.pdb
esm3_IPR044677_mask80,A0A232M5P6_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,77.99,0.821,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A232M5P6_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_78.0.pdb
esm3_IPR044677_mask80,A0AAN8MHM9_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,82.40,0.862,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0AAN8MHM9_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_82.4.pdb
esm3_IPR044677_mask80,A0ABC9ET95_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,33.88,0.228,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0ABC9ET95_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_33.9.pdb
esm3_IPR044677_mask80,A0A3S7X9Y0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,27.81,0.163,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A3S7X9Y0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_27.8.pdb
esm3_IPR044677_mask80,A0A0D2GIU7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,81.56,0.843,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A0D2GIU7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_81.6.pdb
esm3_IPR044677_mask80,A0A2T7EVM5_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,28.34,0.162,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A2T7EVM5_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_28.3.pdb
esm3_IPR044677_mask80,R9TL78_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,33.24,0.197,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/R9TL78_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_33.2.pdb
esm3_IPR044677_mask80,A0AAI9YZT0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,85.03,0.896,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0AAI9YZT0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_85.0.pdb
esm3_IPR044677_mask80,A0A0V0HU29_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,23.33,0.138,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A0V0HU29_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_23.3.pdb
esm3_IPR044677_mask80,A0A9W7FYY5_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,82.52,0.853,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A9W7FYY5_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_82.5.pdb
esm3_IPR044677_mask80,A0A0G2F8D7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,87.87,0.903,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A0G2F8D7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_87.9.pdb
esm3_IPR044677_mask80,A0A836L0N1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,44.15,0.519,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A836L0N1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_44.1.pdb
esm3_IPR044677_mask80,A0A010RV75_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317,317,84.39,0.852,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A010RV75_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_317_prompt_len_317_gen_len_317_plddt_84.4.pdb
esm3_IPR044677_mask80,A0A0D2KYU7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,88.74,0.884,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A0D2KYU7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_88.7.pdb
esm3_IPR044677_mask80,A0AAD7AS59_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,75.69,0.799,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0AAD7AS59_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_75.7.pdb
esm3_IPR044677_mask80,A0ABP9ZED0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,90.70,0.924,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0ABP9ZED0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_90.7.pdb
esm3_IPR044677_mask80,A0A067M8T8_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,87.69,0.877,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A067M8T8_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_87.7.pdb
esm3_IPR044677_mask80,A0A8H7UZE1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,88.43,0.899,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A8H7UZE1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_88.4.pdb
esm3_IPR044677_mask80,A0A166STW2_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,75.99,0.811,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A166STW2_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_76.0.pdb
esm3_IPR044677_mask80,A0ABQ0G5R5_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,76.78,0.776,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0ABQ0G5R5_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_76.8.pdb
esm3_IPR044677_mask80,A0ABN9ZZW4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,58.81,0.467,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0ABN9ZZW4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_58.8.pdb
esm3_IPR044677_mask80,A0A2K5PW34_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,86.42,0.875,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A2K5PW34_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_86.4.pdb
esm3_IPR044677_mask80,A0A8H6NFU7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,29.90,0.159,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A8H6NFU7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_29.9.pdb
esm3_IPR044677_mask80,A0A814U6E1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,37.42,0.237,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A814U6E1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_37.4.pdb
esm3_IPR044677_mask80,A0A061IK63_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,48.02,0.545,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A061IK63_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_48.0.pdb
esm3_IPR044677_mask80,A0A4R8TU34_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,89.62,0.894,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A4R8TU34_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_89.6.pdb
esm3_IPR044677_mask80,A0A183TKT4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,83.94,0.828,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A183TKT4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_83.9.pdb
esm3_IPR044677_mask80,A0ABP9Y9I0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318,318,89.92,0.913,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0ABP9Y9I0_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_318_prompt_len_318_gen_len_318_plddt_89.9.pdb
esm3_IPR044677_mask80,A0A9N9IGB6_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319,319,79.47,0.836,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A9N9IGB6_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319_plddt_79.5.pdb
esm3_IPR044677_mask80,F2DJG4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319,319,88.28,0.893,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/F2DJG4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319_plddt_88.3.pdb
esm3_IPR044677_mask80,A0ABR3DCP7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319,319,87.78,0.880,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0ABR3DCP7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319_plddt_87.8.pdb
esm3_IPR044677_mask80,A0A067TID3_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319,319,36.89,0.218,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A067TID3_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319_plddt_36.9.pdb
esm3_IPR044677_mask80,A0AAW2LVP1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319,319,41.90,0.175,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0AAW2LVP1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319_plddt_41.9.pdb
esm3_IPR044677_mask80,A0A7J6M2K2_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319,319,85.02,0.849,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A7J6M2K2_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319_plddt_85.0.pdb
esm3_IPR044677_mask80,A0A0D1YC46_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319,319,87.00,0.883,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A0D1YC46_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319_plddt_87.0.pdb
esm3_IPR044677_mask80,A0AA39X3M7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319,319,78.00,0.793,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0AA39X3M7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319_plddt_78.0.pdb
esm3_IPR044677_mask80,A0A8B9M1Y1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319,319,61.18,0.521,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A8B9M1Y1_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319_plddt_61.2.pdb
esm3_IPR044677_mask80,U7Q7A7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319,319,85.60,0.878,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/U7Q7A7_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_319_prompt_len_319_gen_len_319_plddt_85.6.pdb
esm3_IPR044677_mask80,B7FQ76_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_320_prompt_len_320_gen_len_320,320,91.17,0.920,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/B7FQ76_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_320_prompt_len_320_gen_len_320_plddt_91.2.pdb
esm3_IPR044677_mask80,A0A0U5GW23_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_320_prompt_len_320_gen_len_320,320,38.68,0.196,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A0U5GW23_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_320_prompt_len_320_gen_len_320_plddt_38.7.pdb
esm3_IPR044677_mask80,A0A8J9SN43_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_320_prompt_len_320_gen_len_320,320,79.35,0.824,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A8J9SN43_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_320_prompt_len_320_gen_len_320_plddt_79.3.pdb
esm3_IPR044677_mask80,A0A067FYW4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_320_prompt_len_320_gen_len_320,320,86.06,0.890,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A067FYW4_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_320_prompt_len_320_gen_len_320_plddt_86.1.pdb
esm3_IPR044677_mask80,A0A443HKD6_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_320_prompt_len_320_gen_len_320,320,87.72,0.883,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR044677_mask80/A0A443HKD6_sample1_ipr_IPR044677_mask_ratio_0.8_orig_len_320_prompt_len_320_gen_len_320_plddt_87.7.pdb
