fasta,seq_id,length,pLDDT,pTM,pdb_path
IPR004670_sample1000,A0ABU1ICU6_unreviewed_NhaA,449,89.96,0.911,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABU1ICU6_unreviewed_NhaA_plddt_90.0.pdb
IPR004670_sample1000,A0A9X2HM46_unreviewed_Na____H___,449,90.93,0.938,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A9X2HM46_unreviewed_Na____H____plddt_90.9.pdb
IPR004670_sample1000,A0A1A8ZF75_unreviewed_Na____H___,449,89.26,0.907,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A1A8ZF75_unreviewed_Na____H____plddt_89.3.pdb
IPR004670_sample1000,A0ABR7DVR8_unreviewed_Na__H_,449,91.24,0.927,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABR7DVR8_unreviewed_Na__H__plddt_91.2.pdb
IPR004670_sample1000,F8CG73_unreviewed_Na____H___,449,92.89,0.930,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/F8CG73_unreviewed_Na____H____plddt_92.9.pdb
IPR004670_sample1000,A0A0A0J5V2_unreviewed_Na____H___,450,90.13,0.904,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A0A0J5V2_unreviewed_Na____H____plddt_90.1.pdb
IPR004670_sample1000,A0A930HLW2_unreviewed_Na____H___,450,92.08,0.929,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A930HLW2_unreviewed_Na____H____plddt_92.1.pdb
IPR004670_sample1000,A0ABQ2AHS8_unreviewed_Na____H___,450,90.93,0.931,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABQ2AHS8_unreviewed_Na____H____plddt_90.9.pdb
IPR004670_sample1000,A0A5B0EGL4_unreviewed_Na____H___,450,90.32,0.920,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A5B0EGL4_unreviewed_Na____H____plddt_90.3.pdb
IPR004670_sample1000,A0ABS2J2L8_unreviewed_Na__H_,450,89.60,0.901,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABS2J2L8_unreviewed_Na__H__plddt_89.6.pdb
IPR004670_sample1000,A0ABW2HS27_unreviewed_Na__H_,450,90.45,0.911,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABW2HS27_unreviewed_Na__H__plddt_90.4.pdb
IPR004670_sample1000,A0A3E0VJL7_unreviewed_Na____H___,450,92.89,0.945,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A3E0VJL7_unreviewed_Na____H____plddt_92.9.pdb
IPR004670_sample1000,A0ABQ1Y126_unreviewed_Na____H___,450,90.53,0.929,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABQ1Y126_unreviewed_Na____H____plddt_90.5.pdb
IPR004670_sample1000,W9G4G9_unreviewed_Na____H___,450,90.46,0.909,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/W9G4G9_unreviewed_Na____H____plddt_90.5.pdb
IPR004670_sample1000,A0A8X8GDV6_unreviewed_Na____H___,451,90.90,0.925,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A8X8GDV6_unreviewed_Na____H____plddt_90.9.pdb
IPR004670_sample1000,E6Q977_unreviewed_Sodium-proton,451,90.87,0.924,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/E6Q977_unreviewed_Sodium-proton_plddt_90.9.pdb
IPR004670_sample1000,A0ABW1MLZ8_unreviewed_Na__H_,451,90.48,0.883,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABW1MLZ8_unreviewed_Na__H__plddt_90.5.pdb
IPR004670_sample1000,A0AAV3F600_unreviewed_Na____H___,451,91.61,0.935,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0AAV3F600_unreviewed_Na____H____plddt_91.6.pdb
IPR004670_sample1000,A0A9Q9DMH6_unreviewed_Na____H___,452,91.47,0.932,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A9Q9DMH6_unreviewed_Na____H____plddt_91.5.pdb
IPR004670_sample1000,A0A2L0UAM5_unreviewed_Na____H___,452,90.61,0.928,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A2L0UAM5_unreviewed_Na____H____plddt_90.6.pdb
IPR004670_sample1000,A0ABU9D671_unreviewed_Na__H_,452,92.24,0.931,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABU9D671_unreviewed_Na__H__plddt_92.2.pdb
IPR004670_sample1000,A0AAW6PCD3_unreviewed_Na____H___,452,91.95,0.937,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0AAW6PCD3_unreviewed_Na____H____plddt_92.0.pdb
IPR004670_sample1000,A0ABW2D5I8_unreviewed_Na__H_,452,90.90,0.909,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABW2D5I8_unreviewed_Na__H__plddt_90.9.pdb
IPR004670_sample1000,A0A0J1HAE8_unreviewed_Na____H___,452,91.94,0.925,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A0J1HAE8_unreviewed_Na____H____plddt_91.9.pdb
IPR004670_sample1000,A0A1L9BE95_unreviewed_Na____H___,452,92.10,0.928,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A1L9BE95_unreviewed_Na____H____plddt_92.1.pdb
IPR004670_sample1000,A0A943TEM1_unreviewed_Na____H___,452,88.72,0.916,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A943TEM1_unreviewed_Na____H____plddt_88.7.pdb
IPR004670_sample1000,A0AAI8KFX2_unreviewed_Na____H___,452,91.58,0.932,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0AAI8KFX2_unreviewed_Na____H____plddt_91.6.pdb
IPR004670_sample1000,A0A326U3L1_unreviewed_Na____H___,452,91.01,0.921,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A326U3L1_unreviewed_Na____H____plddt_91.0.pdb
IPR004670_sample1000,N6VE52_unreviewed_Na____H___,453,91.79,0.933,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/N6VE52_unreviewed_Na____H____plddt_91.8.pdb
IPR004670_sample1000,A0A261F554_unreviewed_Na____H___,453,89.76,0.926,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A261F554_unreviewed_Na____H____plddt_89.8.pdb
IPR004670_sample1000,A0A0B5BFR9_unreviewed_Na____H___,453,87.88,0.912,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A0B5BFR9_unreviewed_Na____H____plddt_87.9.pdb
IPR004670_sample1000,A0ABY4KDN0_unreviewed_Na__H_,453,90.89,0.929,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABY4KDN0_unreviewed_Na__H__plddt_90.9.pdb
IPR004670_sample1000,A0A4R1F979_unreviewed_Na____H___,453,92.62,0.924,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A4R1F979_unreviewed_Na____H____plddt_92.6.pdb
IPR004670_sample1000,A0A3B1BCG8_unreviewed_Na__H_,453,91.03,0.911,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A3B1BCG8_unreviewed_Na__H__plddt_91.0.pdb
IPR004670_sample1000,X5LLK2_unreviewed_Na____H___,453,91.59,0.928,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/X5LLK2_unreviewed_Na____H____plddt_91.6.pdb
IPR004670_sample1000,A0A6M5YVQ9_unreviewed_Na____H___,453,90.32,0.918,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A6M5YVQ9_unreviewed_Na____H____plddt_90.3.pdb
IPR004670_sample1000,A0A7G9QZV5_unreviewed_Na____H___,453,91.18,0.935,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A7G9QZV5_unreviewed_Na____H____plddt_91.2.pdb
IPR004670_sample1000,V9V1J9_unreviewed_Na____H___,453,91.91,0.938,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/V9V1J9_unreviewed_Na____H____plddt_91.9.pdb
IPR004670_sample1000,A0A6M1T3J1_unreviewed_Na____H___,454,91.72,0.934,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A6M1T3J1_unreviewed_Na____H____plddt_91.7.pdb
IPR004670_sample1000,A0A848LJV1_unreviewed_Na____H___,454,92.01,0.922,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A848LJV1_unreviewed_Na____H____plddt_92.0.pdb
IPR004670_sample1000,A0A9E5T433_unreviewed_Na____H___,454,91.72,0.917,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A9E5T433_unreviewed_Na____H____plddt_91.7.pdb
IPR004670_sample1000,A0A378IQF0_unreviewed_Na____H___,454,91.64,0.935,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A378IQF0_unreviewed_Na____H____plddt_91.6.pdb
IPR004670_sample1000,A0A9J7BM04_unreviewed_Na____H___,454,92.38,0.926,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A9J7BM04_unreviewed_Na____H____plddt_92.4.pdb
IPR004670_sample1000,A0A2X2YNH0_unreviewed_Na____H___,455,89.10,0.906,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A2X2YNH0_unreviewed_Na____H____plddt_89.1.pdb
IPR004670_sample1000,F1T3T8_unreviewed_Na____H___,455,90.68,0.922,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/F1T3T8_unreviewed_Na____H____plddt_90.7.pdb
IPR004670_sample1000,A0A3M0CCQ2_unreviewed_Na____H___,455,91.82,0.920,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A3M0CCQ2_unreviewed_Na____H____plddt_91.8.pdb
IPR004670_sample1000,A0AAE3M184_unreviewed_Na____H___,455,89.62,0.922,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0AAE3M184_unreviewed_Na____H____plddt_89.6.pdb
IPR004670_sample1000,A0A2M9HC23_unreviewed_Na____H___,456,91.52,0.919,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A2M9HC23_unreviewed_Na____H____plddt_91.5.pdb
IPR004670_sample1000,A0AA43P6Y6_unreviewed_Na____H___,456,89.49,0.925,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0AA43P6Y6_unreviewed_Na____H____plddt_89.5.pdb
IPR004670_sample1000,A0A1H2LXH2_unreviewed_Na____H___,456,91.82,0.923,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A1H2LXH2_unreviewed_Na____H____plddt_91.8.pdb
IPR004670_sample1000,A0A1C4XRD2_unreviewed_Na____H___,456,88.31,0.898,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A1C4XRD2_unreviewed_Na____H____plddt_88.3.pdb
IPR004670_sample1000,A0A1G8NXV6_unreviewed_Na____H___,456,89.80,0.914,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A1G8NXV6_unreviewed_Na____H____plddt_89.8.pdb
IPR004670_sample1000,A0A380MY14_unreviewed_Na____H___,456,90.75,0.920,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A380MY14_unreviewed_Na____H____plddt_90.7.pdb
IPR004670_sample1000,A0AAW5ZWM6_unreviewed_Na____H___,456,89.40,0.920,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0AAW5ZWM6_unreviewed_Na____H____plddt_89.4.pdb
IPR004670_sample1000,A0A4R9AY02_unreviewed_Na____H___,456,90.44,0.917,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A4R9AY02_unreviewed_Na____H____plddt_90.4.pdb
IPR004670_sample1000,A0ABN6S3X3_unreviewed_Na____H___,456,91.52,0.928,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABN6S3X3_unreviewed_Na____H____plddt_91.5.pdb
IPR004670_sample1000,A0A1T4NMV8_unreviewed_Na____H___,457,89.93,0.905,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A1T4NMV8_unreviewed_Na____H____plddt_89.9.pdb
IPR004670_sample1000,A0ABV2HFK5_unreviewed_NhaA,457,91.87,0.933,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABV2HFK5_unreviewed_NhaA_plddt_91.9.pdb
IPR004670_sample1000,A0ABX1RCT5_unreviewed_Na__H_,457,89.68,0.890,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABX1RCT5_unreviewed_Na__H__plddt_89.7.pdb
IPR004670_sample1000,A0A243S998_unreviewed_Na____H___,457,88.71,0.888,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A243S998_unreviewed_Na____H____plddt_88.7.pdb
IPR004670_sample1000,A0A4P7IHB4_unreviewed_Na____H___,457,89.56,0.910,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A4P7IHB4_unreviewed_Na____H____plddt_89.6.pdb
IPR004670_sample1000,A0ABV6YTT0_unreviewed_Na__H_,457,90.92,0.916,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABV6YTT0_unreviewed_Na__H__plddt_90.9.pdb
IPR004670_sample1000,A0ABN6S6H7_unreviewed_Na____H___,457,91.46,0.931,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABN6S6H7_unreviewed_Na____H____plddt_91.5.pdb
IPR004670_sample1000,A0A1H2LPJ2_unreviewed_Na____H___,457,89.54,0.926,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A1H2LPJ2_unreviewed_Na____H____plddt_89.5.pdb
IPR004670_sample1000,A0A8A4ZEY9_unreviewed_Na____H___,458,89.63,0.911,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A8A4ZEY9_unreviewed_Na____H____plddt_89.6.pdb
IPR004670_sample1000,A0A9D2ILI5_unreviewed_Na____H___,459,91.27,0.932,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A9D2ILI5_unreviewed_Na____H____plddt_91.3.pdb
IPR004670_sample1000,A0ABX1K7P3_unreviewed_Na__H_,459,90.27,0.907,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABX1K7P3_unreviewed_Na__H__plddt_90.3.pdb
IPR004670_sample1000,A0ABP9FKL5_unreviewed_Na__H_,459,88.53,0.910,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABP9FKL5_unreviewed_Na__H__plddt_88.5.pdb
IPR004670_sample1000,A0A455SP65_unreviewed_Na____H___,459,92.40,0.933,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A455SP65_unreviewed_Na____H____plddt_92.4.pdb
IPR004670_sample1000,A0ABN5DYY3_unreviewed_Na__H_,460,89.13,0.900,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABN5DYY3_unreviewed_Na__H__plddt_89.1.pdb
IPR004670_sample1000,A0A4Y1WYW0_unreviewed_Na____H___,460,91.70,0.946,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A4Y1WYW0_unreviewed_Na____H____plddt_91.7.pdb
IPR004670_sample1000,B8DSH1_unreviewed_Na____H___,460,90.91,0.915,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/B8DSH1_unreviewed_Na____H____plddt_90.9.pdb
IPR004670_sample1000,A0ABN2AAJ9_unreviewed_Na__H_,460,89.28,0.903,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABN2AAJ9_unreviewed_Na__H__plddt_89.3.pdb
IPR004670_sample1000,A0A2M9CZB7_unreviewed_Na____H___,461,90.13,0.898,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A2M9CZB7_unreviewed_Na____H____plddt_90.1.pdb
IPR004670_sample1000,A0A4P6DT96_unreviewed_Na____H___,461,88.63,0.937,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A4P6DT96_unreviewed_Na____H____plddt_88.6.pdb
IPR004670_sample1000,A0A9X2HZ31_unreviewed_Na____H___,461,92.27,0.918,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A9X2HZ31_unreviewed_Na____H____plddt_92.3.pdb
IPR004670_sample1000,A0A3D8M4F7_unreviewed_Na____H___,462,88.31,0.900,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A3D8M4F7_unreviewed_Na____H____plddt_88.3.pdb
IPR004670_sample1000,A0AAV5P4T2_unreviewed_Na____H___,462,90.07,0.907,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0AAV5P4T2_unreviewed_Na____H____plddt_90.1.pdb
IPR004670_sample1000,A0ABT3A991_unreviewed_Na__H_,462,90.14,0.911,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABT3A991_unreviewed_Na__H__plddt_90.1.pdb
IPR004670_sample1000,A0AAV4KPL5_unreviewed_Na____H___,463,88.73,0.861,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0AAV4KPL5_unreviewed_Na____H____plddt_88.7.pdb
IPR004670_sample1000,A0ABX6W726_unreviewed_Na__H_,463,90.02,0.865,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABX6W726_unreviewed_Na__H__plddt_90.0.pdb
IPR004670_sample1000,A0A1V2I341_unreviewed_Na____H___,463,90.30,0.901,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A1V2I341_unreviewed_Na____H____plddt_90.3.pdb
IPR004670_sample1000,A0A4Q5A2D7_unreviewed_Na____H___,463,88.08,0.909,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A4Q5A2D7_unreviewed_Na____H____plddt_88.1.pdb
IPR004670_sample1000,A0ABD5J6V5_unreviewed_Na____H___,463,89.47,0.859,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABD5J6V5_unreviewed_Na____H____plddt_89.5.pdb
IPR004670_sample1000,A0ABP6EX17_unreviewed_Na__H_,464,89.68,0.868,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABP6EX17_unreviewed_Na__H__plddt_89.7.pdb
IPR004670_sample1000,A0ABZ2ZS23_unreviewed_Na__H_,464,89.92,0.909,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABZ2ZS23_unreviewed_Na__H__plddt_89.9.pdb
IPR004670_sample1000,A0A3G9KB15_unreviewed_Na____H___,464,90.91,0.919,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A3G9KB15_unreviewed_Na____H____plddt_90.9.pdb
IPR004670_sample1000,A0A2A2D203_unreviewed_Na____H___,465,88.47,0.858,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A2A2D203_unreviewed_Na____H____plddt_88.5.pdb
IPR004670_sample1000,A0A918Z4H3_unreviewed_Na____H___,465,88.89,0.880,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A918Z4H3_unreviewed_Na____H____plddt_88.9.pdb
IPR004670_sample1000,A0ABZ1LB02_unreviewed_Na__H_,465,88.49,0.868,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABZ1LB02_unreviewed_Na__H__plddt_88.5.pdb
IPR004670_sample1000,M3BQH7_unreviewed_Na____H___,465,88.66,0.860,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/M3BQH7_unreviewed_Na____H____plddt_88.7.pdb
IPR004670_sample1000,A0A5S4FC37_unreviewed_Na____H___,465,88.15,0.890,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A5S4FC37_unreviewed_Na____H____plddt_88.2.pdb
IPR004670_sample1000,A0A2T7SN88_unreviewed_Na____H___,465,89.48,0.865,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A2T7SN88_unreviewed_Na____H____plddt_89.5.pdb
IPR004670_sample1000,A0A7W7LQ88_unreviewed_Na____H___,465,88.31,0.860,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A7W7LQ88_unreviewed_Na____H____plddt_88.3.pdb
IPR004670_sample1000,A0ABS7QZ44_unreviewed_Na__H_,466,88.49,0.868,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABS7QZ44_unreviewed_Na__H__plddt_88.5.pdb
IPR004670_sample1000,A0A375GM17_unreviewed_Na____H___,466,91.79,0.918,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A375GM17_unreviewed_Na____H____plddt_91.8.pdb
IPR004670_sample1000,A0A1H4A537_unreviewed_Na____H___,466,91.05,0.877,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A1H4A537_unreviewed_Na____H____plddt_91.1.pdb
IPR004670_sample1000,A0A7T7L5M9_unreviewed_Na____H___,466,88.02,0.859,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A7T7L5M9_unreviewed_Na____H____plddt_88.0.pdb
IPR004670_sample1000,A0A0A1WA86_unreviewed_Na____H___,466,91.64,0.914,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A0A1WA86_unreviewed_Na____H____plddt_91.6.pdb
IPR004670_sample1000,A0ABP6JGI2_unreviewed_Na__H_,466,83.28,0.827,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0ABP6JGI2_unreviewed_Na__H__plddt_83.3.pdb
IPR004670_sample1000,A0A7W3J4H2_unreviewed_Na____H___,466,90.46,0.891,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A7W3J4H2_unreviewed_Na____H____plddt_90.5.pdb
IPR004670_sample1000,A0AAU1U7S5_unreviewed_Na____H___,467,89.08,0.869,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0AAU1U7S5_unreviewed_Na____H____plddt_89.1.pdb
IPR004670_sample1000,L1KKW0_unreviewed_Na____H___,467,89.23,0.861,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/L1KKW0_unreviewed_Na____H____plddt_89.2.pdb
IPR004670_sample1000,M3F6N4_unreviewed_Na____H___,467,89.11,0.865,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/M3F6N4_unreviewed_Na____H____plddt_89.1.pdb
IPR004670_sample1000,A0A7Z0C112_unreviewed_Na____H___,467,88.64,0.883,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A7Z0C112_unreviewed_Na____H____plddt_88.6.pdb
IPR004670_sample1000,A0A177HKQ5_unreviewed_Na____H___,468,88.48,0.854,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR004670_sample1000/A0A177HKQ5_unreviewed_Na____H____plddt_88.5.pdb
